Date,Price,Open,High,Low,Vol.,Change %
3-Sep-18,0.9983,0.9986,0.9998,0.9981,346.22K,-0.03%
4-Sep-18,0.9968,0.9983,0.9983,0.996,2.13M,-0.15%
5-Sep-18,0.9963,0.9968,1,0.996,5.90M,-0.05%
6-Sep-18,0.9973,0.9963,1,0.995,2.18M,0.10%
7-Sep-18,0.9989,0.9973,0.9998,0.9971,1.71M,0.16%
8-Sep-18,0.9971,0.9989,0.9996,0.9957,691.50K,-0.18%
9-Sep-18,0.9968,0.9971,0.9997,0.9956,859.00K,-0.03%
10-Sep-18,0.9966,0.9968,0.9984,0.9925,923.15K,-0.02%
11-Sep-18,0.9977,0.9966,0.999,0.9966,1.16M,0.11%
12-Sep-18,0.9979,0.9977,0.9988,0.9911,2.62M,0.02%
13-Sep-18,0.999,0.9979,0.9994,0.9979,2.66M,0.11%
14-Sep-18,0.9993,0.999,0.9999,0.9988,1.90M,0.03%
15-Sep-18,0.9994,0.9992,0.9999,0.9988,322.64K,0.01%
16-Sep-18,0.999,0.9994,0.9994,0.9988,79.48K,-0.04%
17-Sep-18,0.9985,0.999,0.9993,0.9985,849.78K,-0.05%
18-Sep-18,0.9988,0.9985,0.9999,0.9931,1.94M,0.03%
19-Sep-18,0.9987,0.9988,0.9994,0.9977,-,-0.01%
20-Sep-18,0.999,0.9994,0.9994,0.998,1.54M,0.03%
21-Sep-18,0.9983,0.999,0.9999,0.9983,1.39M,-0.07%
22-Sep-18,0.9984,0.9983,0.9991,0.9983,688.21K,0.01%
23-Sep-18,0.9987,0.9984,0.9997,0.9984,272.44K,0.03%
24-Sep-18,0.9988,0.9987,1,0.998,957.91K,0.01%
25-Sep-18,0.9987,0.9988,0.9998,0.9978,943.37K,-0.01%
26-Sep-18,0.9975,0.9987,0.9999,0.9975,2.97M,-0.12%
27-Sep-18,0.9976,0.9975,0.9994,0.9928,2.45M,0.01%
28-Sep-18,0.9979,0.9976,0.999,0.996,875.02K,0.03%
29-Sep-18,0.9969,0.9979,0.999,0.9945,341.73K,-0.10%
30-Sep-18,0.9964,0.9969,0.998,0.9947,136.03K,-0.05%
1-Oct-18,0.9946,0.9964,0.997,0.994,1.35M,-0.18%
2-Oct-18,0.9915,0.9946,0.9986,0.96,2.29M,-0.31%
3-Oct-18,0.9919,0.9915,0.9937,0.989,1.59M,0.04%
4-Oct-18,0.9931,0.9919,0.9948,0.9899,1.17M,0.12%
5-Oct-18,0.992,0.9932,0.9946,0.9913,1.64M,-0.11%
6-Oct-18,0.9935,0.992,0.9946,0.9916,399.97K,0.15%
7-Oct-18,0.9934,0.9935,0.9945,0.9925,510.10K,-0.01%
8-Oct-18,0.9902,0.9934,0.9951,0.9893,1.96M,-0.32%
9-Oct-18,0.9886,0.9895,0.992,0.988,1.23M,-0.16%
10-Oct-18,0.9821,0.9886,0.9899,0.9821,1.39M,-0.66%
11-Oct-18,0.9817,0.9821,0.9974,0.97,5.18M,-0.04%
12-Oct-18,0.9812,0.9817,0.9845,0.9709,3.45M,-0.05%
13-Oct-18,0.9795,0.9812,0.9828,0.9785,1.63M,-0.17%
14-Oct-18,0.974,0.9795,0.9795,0.9701,2.57M,-0.56%
15-Oct-18,0.956,0.974,0.9991,0.85,29.26M,-1.85%
16-Oct-18,0.9542,0.956,0.9604,0.9428,12.42M,-0.19%
17-Oct-18,0.9571,0.9542,0.9604,0.951,4.05M,0.30%
18-Oct-18,0.9648,0.9571,0.9671,0.955,5.39M,0.80%
19-Oct-18,0.9764,0.9648,0.9788,0.964,2.10M,1.20%
20-Oct-18,0.9725,0.9764,0.9774,0.97,1.48M,-0.40%
21-Oct-18,0.9736,0.9725,0.9767,0.969,1.23M,0.11%
22-Oct-18,0.973,0.9736,0.9779,0.9658,1.81M,-0.06%
23-Oct-18,0.9776,0.973,0.9799,0.9701,2.45M,0.47%
24-Oct-18,0.9766,0.9776,0.9776,0.9715,903.93K,-0.10%
25-Oct-18,0.9772,0.9766,0.9793,0.9728,2.16M,0.06%
26-Oct-18,0.9787,0.9772,0.9813,0.9759,3.24M,0.15%
27-Oct-18,0.99,0.9787,0.9905,0.9784,10.18M,1.15%
28-Oct-18,0.9906,0.99,0.9907,0.988,18.29M,0.06%
29-Oct-18,0.9867,0.9906,0.9906,0.9824,9.53M,-0.39%
30-Oct-18,0.9933,0.9867,0.9962,0.9856,16.25M,0.67%
31-Oct-18,0.9919,0.9933,0.997,0.9899,8.41M,-0.14%
1-Nov-18,0.991,0.9919,0.9968,0.9893,3.76M,-0.09%
2-Nov-18,0.9887,0.991,0.9932,0.988,2.70M,-0.23%
3-Nov-18,0.9927,0.9887,0.9943,0.988,727.47K,0.40%
4-Nov-18,0.9912,0.9927,0.9946,0.9891,1.42M,-0.15%
5-Nov-18,0.9913,0.9912,0.9936,0.988,1.86M,0.01%
6-Nov-18,0.9905,0.9913,0.9921,0.9852,1.75M,-0.08%
7-Nov-18,0.991,0.9905,0.9931,0.9864,5.42M,0.05%
8-Nov-18,0.9894,0.991,0.9926,0.9888,4.48M,-0.16%
9-Nov-18,0.9867,0.9894,0.991,0.9859,3.35M,-0.27%
10-Nov-18,0.9876,0.9867,0.989,0.9855,2.63M,0.09%
11-Nov-18,0.9863,0.9876,0.9899,0.985,3.04M,-0.13%
12-Nov-18,0.98,0.9863,0.988,0.98,5.46M,-0.64%
13-Nov-18,0.9688,0.98,0.9819,0.9688,4.14M,-1.14%
14-Nov-18,0.9497,0.9688,0.985,0.941,11.30M,-1.97%
15-Nov-18,0.97,0.9497,0.98,0.9492,13.81M,2.14%
16-Nov-18,0.976,0.97,0.985,0.97,9.68M,0.62%
17-Nov-18,0.9796,0.976,0.995,0.976,9.28M,0.37%
18-Nov-18,0.9845,0.9796,0.993,0.9777,7.48M,0.50%
19-Nov-18,0.9633,0.9847,0.9949,0.9633,14.95M,-2.15%
20-Nov-18,0.9569,0.9633,0.9748,0.931,17.18M,-0.66%
21-Nov-18,0.9735,0.9569,0.9765,0.9549,7.78M,1.73%
22-Nov-18,0.9774,0.9735,0.9785,0.971,4.61M,0.40%
23-Nov-18,0.9698,0.9774,0.9774,0.9688,5.24M,-0.78%
24-Nov-18,0.9633,0.9698,0.9734,0.9588,7.27M,-0.67%
25-Nov-18,0.962,0.9639,0.9728,0.9462,9.00M,-0.13%
26-Nov-18,0.9651,0.962,0.9719,0.9536,6.27M,0.32%
27-Nov-18,0.9705,0.9651,0.9751,0.9636,5.01M,0.56%
28-Nov-18,0.9888,0.9705,0.99,0.9691,11.83M,1.89%
29-Nov-18,0.9889,0.9888,0.9931,0.9834,4.96M,0.01%
30-Nov-18,0.9844,0.9865,0.9924,0.9784,2.39M,-0.46%
1-Dec-18,0.9867,0.9844,0.9899,0.9804,2.03M,0.23%
2-Dec-18,0.9827,0.9867,0.9877,0.982,930.24K,-0.41%
3-Dec-18,0.9866,0.9827,0.9866,0.98,1.19M,0.40%
4-Dec-18,0.9859,0.9866,0.99,0.983,2.66M,-0.07%
5-Dec-18,0.9814,0.9859,0.99,0.979,1.66M,-0.46%
